EDOC-2026-010020,app/static/document_uploads/approved/EDOC-2026-010020.pdf,WORK_REQ,Web Dev Workshop,...,2026102@gmail.com,Uday Mishra,2026102,UG_BBA,hod,office_staff,Approved,"",2026-02-27 14:47:17.713416
EDOC-2026-010015,app/static/document_uploads/approved/EDOC-2026-010015.pdf,SYL_COM,Syllabus Report - February,"Report of progress on '"Ethical Hacking'" for final year.",2026101@gmail.com,Shreya Mishra,2026101,PG_MSC_MATH,hod,office_staff,Approved,"",2026-02-24 20:03:20.110593
EDOC-2026-010007,app/static/document_uploads/approved/EDOC-2026-010007.pdf,WORK_REQ,Full Stack Workshop,"We, the final year students are requesting to conduct a 3 days workshop on full stack web development with java.",2026301@gmail.com,Vijay Sharma,2026301,UG_BCOM,student,hod,Approved,"",2026-02-21 10:25:21.550726
EDOC-2026-010013,app/static/document_uploads/approved/EDOC-2026-010013.pdf,INT_REQ,Project Internship,Requesting for 5 days internship on project.,2026301@gmail.com,Vijay Sharma,2026301,PG_MSC_MATH,student,hod,Approved,"",2026-02-24 12:17:15.629898
EDOC-2026-010012,app/static/document_uploads/pending/EDOC-2026-010012.pdf,LEA_REQ,leave,leave,2026301@gmail.com,Vijay Sharma,2026301,PG_MSC_MATH,student,hod,Rejected,Invalid eligibility,2026-02-24 12:15:40.29364
EDOC-2026-010010,app/static/document_uploads/pending/EDOC-2026-010010.pdf,LEA_REQ,leave,leave,2026301@gmail.com,Vijay Sharma,2026301,UG_BCOM,student,hod,Pending,"",2026-02-24 12:02:22.433778
EDOC-2026-010011,app/static/document_uploads/approved/EDOC-2026-010011.pdf,INT_REQ,Project Internship,We are requesting for 5 days internship related to our project.,2026301@gmail.com,Vijay Sharma,2026301,PG_MSC_MATH,student,hod,Approved,"",2026-02-24 12:12:34.008293
EDOC-2026-010016,app/static/document_uploads/pending/EDOC-2026-010016.pdf,EVE_REQ,Alumni Interaction,abcd,2026101@gmail.com,Shreya Mishra,2026101,PG_MSC_MATH,hod,office_staff,Rejected,Not permitted,2026-02-26 14:25:52.145283
EDOC-2026-010022,app/static/document_uploads/approved/EDOC-2026-010022.pdf,EVE_REQ,Volleyball match,...,2026302@gmail.com,Ishanth Roy,2026302,UG_BBA,student,office_staff,Approved,"",2026-03-03 15:00:31.7718
EDOC-2026-010018,app/static/document_uploads/approved/EDOC-2026-010018.pdf,LEA_REQ,leave,...,2026201@gmail.com,Karan S,2026201,UG_BBA,faculty,hod,Approved,"",2026-02-27 10:48:22.153862
EDOC-2026-010019,app/static/document_uploads/pending/EDOC-2026-010019.pdf,LEA_REQ,leave,...,2026201@gmail.com,Karan S,2026201,UG_BBA,faculty,hod,Pending,"",2026-02-27 14:41:08.183862
EDOC-2026-010021,app/static/document_uploads/pending/EDOC-2026-010021.pdf,EVE_REQ,Volleyball match,...,2026302@gmail.com,Ishanth Roy,2026302,UG_BBA,student,office_staff,Rejected,Invalid documents,2026-03-03 15:00:01.552066
EDOC-2026-010027,app/static/document_uploads/approved/EDOC-2026-010027.pdf,EVE_REQ,Event,event,2026101@gmail.com,Shreya Mishra,2026101,PG_MSC_MATH,hod,office_staff,Approved,"",2026-03-05 10:46:37.548867
EDOC-2026-010026,app/static/document_uploads/approved/EDOC-2026-010026.pdf,LEA_REQ,leave,leave,2026101@gmail.com,Shreya Mishra,2026101,PG_MSC_MATH,hod,office_staff,Approved,"",2026-03-05 10:45:25.112725
EDOC-2026-010023,app/static/document_uploads/pending/EDOC-2026-010023.pdf,LEA_REQ,leave,...,2026301@gmail.com,Vijay Sharma,2026301,PG_MSC_MATH,student,hod,Rejected,Ineligibility,2026-03-03 15:11:35.191608
EDOC-2026-010024,app/static/document_uploads/approved/EDOC-2026-010024.pdf,LEA_REQ,leave,abc,2026301@gmail.com,Vijay Sharma,2026301,PG_MSC_MATH,student,hod,Approved,"",2026-03-03 15:18:33.651709
EDOC-2026-010030,app/static/document_uploads/pending/EDOC-2026-010030.pdf,LEA_REQ,leave,...,2026302@gmail.com,Ishanth Roy,2026302,UG_BBA,student,hod,Pending,"",2026-03-05 12:49:18.537125
EDOC-2026-010028,app/static/document_uploads/pending/EDOC-2026-010028.pdf,DOC_VER,Student Bus Pass,bus pass,2026301@gmail.com,Vijay Sharma,2026301,PG_MSC_MATH,student,office_staff,Rejected,Invalid,2026-03-05 12:44:28.054867
EDOC-2026-010029,app/static/document_uploads/approved/EDOC-2026-010029.pdf,DOC_VER,Student Bus Pass,bus pass,2026301@gmail.com,Vijay Sharma,2026301,PG_MSC_MATH,student,office_staff,Approved,"",2026-03-05 12:45:54.269377
EDOC-2026-010031,app/static/document_uploads/pending/EDOC-2026-010031.pdf,LEA_REQ,leave,leave,2026102@gmail.com,Uday Mishra,2026102,UG_BBA,hod,office_staff,Rejected,Invalid documents,2026-03-05 14:31:19.608475
EDOC-2026-010032,app/static/document_uploads/approved/EDOC-2026-010032.pdf,LEA_REQ,abcd,abcd,2026102@gmail.com,Uday Mishra,2026102,UG_BBA,hod,office_staff,Approved,"",2026-03-05 14:39:07.896237
EDOC-2026-010046,app/static/document_uploads/pending/EDOC-2026-010046.pdf,LEA_REQ,leave,...,2026301@gmail.com,Vijay Sharma,2026301,PG_MSC_MATH,student,hod,Pending,"",2026-03-06 11:40:41.502596
EDOC-2026-010035,app/static/document_uploads/approved/EDOC-2026-010035.pdf,LEA_REQ,leave,...,2026101@gmail.com,Shreya Mishra,2026101,PG_MSC_MATH,hod,office_staff,Approved,"",2026-03-05 14:42:36.878796
EDOC-2026-010034,app/static/document_uploads/approved/EDOC-2026-010034.pdf,LEA_REQ,leave,leave,2026102@gmail.com,Uday Mishra,2026102,UG_BBA,hod,office_staff,Approved,"",2026-03-05 14:41:16.068031
EDOC-2026-010033,app/static/document_uploads/pending/EDOC-2026-010033.pdf,LEA_REQ,abcd,abcd,2026102@gmail.com,Uday Mishra,2026102,UG_BBA,hod,office_staff,Rejected,Ineligibility,2026-03-05 14:39:47.324969
EDOC-2026-010047,app/static/document_uploads/approved/EDOC-2026-010047.pdf,LEA_REQ,leave,...,2026301@gmail.com,Vijay Sharma,2026301,PG_MSC_MATH,student,hod,Approved,"",2026-03-06 11:41:37.451979
EDOC-2026-010036,app/static/document_uploads/approved/EDOC-2026-010036.pdf,DOC_VER,Student Bus Pass,...,2026301@gmail.com,Vijay Sharma,2026301,PG_MSC_MATH,student,office_staff,Approved,"",2026-03-06 09:44:28.267614
EDOC-2026-010017,app/static/document_uploads/approved/EDOC-2026-010017.pdf,MARK_SUB,II Internal Marks submission,...,2026201@gmail.com,Karan S,2026201,UG_BBA,faculty,office_staff,Approved,"",2026-02-27 10:45:28.657645
EDOC-2026-010037,app/static/document_uploads/pending/EDOC-2026-010037.pdf,LEA_REQ,leave,...,2026201@gmail.com,Karan S,2026201,UG_BBA,faculty,hod,Pending,"",2026-03-06 10:28:36.572836
EDOC-2026-010039,app/static/document_uploads/approved/EDOC-2026-010039.pdf,LEA_REQ,leave,...,2026101@gmail.com,Shreya Mishra,2026101,PG_MSC_MATH,hod,office_staff,Approved,"",2026-03-06 10:58:08.628638
EDOC-2026-010043,app/static/document_uploads/approved/EDOC-2026-010043.pdf,LEA_REQ,leave,...,2026101@gmail.com,Shreya Mishra,2026101,PG_MSC_MATH,hod,office_staff,Approved,"",2026-03-06 11:14:26.419516
EDOC-2026-010040,app/static/document_uploads/approved/EDOC-2026-010040.pdf,LEA_REQ,leave,...,2026101@gmail.com,Shreya Mishra,2026101,PG_MSC_MATH,hod,office_staff,Approved,"",2026-03-06 10:59:23.663172
EDOC-2026-010041,app/static/document_uploads/approved/EDOC-2026-010041.pdf,DOC_VER,Bus pass,...,2026301@gmail.com,Vijay Sharma,2026301,PG_MSC_MATH,student,office_staff,Approved,"",2026-03-06 11:06:42.56968
EDOC-2026-010042,app/static/document_uploads/approved/EDOC-2026-010042.pdf,DOC_VER,Bus pass,...,2026301@gmail.com,Vijay Sharma,2026301,PG_MSC_MATH,student,office_staff,Approved,"",2026-03-06 11:07:15.411147
EDOC-2026-010038,app/static/document_uploads/approved/EDOC-2026-010038.pdf,LEA_REQ,leave,...,2026301@gmail.com,Vijay Sharma,2026301,PG_MSC_MATH,student,hod,Approved,"",2026-03-06 10:51:32.645924
EDOC-2026-010044,app/static/document_uploads/approved/EDOC-2026-010044.pdf,DOC_VER,Scholarship,...,2026301@gmail.com,Vijay Sharma,2026301,PG_MSC_MATH,student,office_staff,Approved,"",2026-03-06 11:31:00.762249
EDOC-2026-010045,app/static/document_uploads/pending/EDOC-2026-010045.pdf,LEA_REQ,leave,...,2026301@gmail.com,Vijay Sharma,2026301,PG_MSC_MATH,student,hod,Pending,"",2026-03-06 11:40:18.956814
